"DATE","TIMESTAMP","VALUE","SERIES","UNIT","SOURCE","TIME_UNIT"
"2023-05-22T22:00:00 UTC",1684792800,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-22T22:15:00 UTC",1684793700,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-22T22:30:00 UTC",1684794600,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-22T22:45:00 UTC",1684795500,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-22T23:00:00 UTC",1684796400,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-22T23:15:00 UTC",1684797300,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-22T23:30:00 UTC",1684798200,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-22T23:45:00 UTC",1684799100,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T00:00:00 UTC",1684800000,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T00:15:00 UTC",1684800900,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T00:30:00 UTC",1684801800,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T00:45:00 UTC",1684802700,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T01:00:00 UTC",1684803600,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T01:15:00 UTC",1684804500,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T01:30:00 UTC",1684805400,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T01:45:00 UTC",1684806300,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T02:00:00 UTC",1684807200,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T02:15:00 UTC",1684808100,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T02:30:00 UTC",1684809000,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T02:45:00 UTC",1684809900,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T03:00:00 UTC",1684810800,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T03:15:00 UTC",1684811700,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T03:30:00 UTC",1684812600,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T03:45:00 UTC",1684813500,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T04:00:00 UTC",1684814400,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T04:15:00 UTC",1684815300,2,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T04:30:00 UTC",1684816200,8,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T04:45:00 UTC",1684817100,12,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T05:00:00 UTC",1684818000,7,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T05:15:00 UTC",1684818900,25,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T05:30:00 UTC",1684819800,29,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T05:45:00 UTC",1684820700,15,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T06:00:00 UTC",1684821600,27,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T06:15:00 UTC",1684822500,30,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T06:30:00 UTC",1684823400,133,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T06:45:00 UTC",1684824300,165,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T07:00:00 UTC",1684825200,146,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T07:15:00 UTC",1684826100,119,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T07:30:00 UTC",1684827000,143,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T07:45:00 UTC",1684827900,205,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T08:00:00 UTC",1684828800,388,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T08:15:00 UTC",1684829700,308,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T08:30:00 UTC",1684830600,334,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T08:45:00 UTC",1684831500,372,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T09:00:00 UTC",1684832400,354,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T09:15:00 UTC",1684833300,331,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T09:30:00 UTC",1684834200,317,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T09:45:00 UTC",1684835100,349,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T10:00:00 UTC",1684836000,579,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T10:15:00 UTC",1684836900,435,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T10:30:00 UTC",1684837800,502,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T10:45:00 UTC",1684838700,392,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T11:00:00 UTC",1684839600,439,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T11:15:00 UTC",1684840500,456,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T11:30:00 UTC",1684841400,712,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T11:45:00 UTC",1684842300,560,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T12:00:00 UTC",1684843200,576,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T12:15:00 UTC",1684844100,725,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-23T12:30:00 UTC",1684845000,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
