"DATE","TIMESTAMP","VALUE","SERIES","UNIT","SOURCE","TIME_UNIT"
"2020-08-21T22:00:00Z",1598047200,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-21T22:15:00Z",1598048100,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-21T22:30:00Z",1598049000,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-21T22:45:00Z",1598049900,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-21T23:00:00Z",1598050800,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-21T23:15:00Z",1598051700,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-21T23:30:00Z",1598052600,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-21T23:45:00Z",1598053500,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T00:00:00Z",1598054400,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T00:15:00Z",1598055300,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T00:30:00Z",1598056200,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T00:45:00Z",1598057100,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T01:00:00Z",1598058000,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T01:15:00Z",1598058900,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T01:30:00Z",1598059800,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T01:45:00Z",1598060700,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2020-08-22T02:00:00Z",1598061600,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
