"DATE","TIMESTAMP","VALUE","SERIES","UNIT","SOURCE","TIME_UNIT"
"2023-05-28T22:00:00 UTC",1685311200,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-28T22:15:00 UTC",1685312100,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-28T22:30:00 UTC",1685313000,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-28T22:45:00 UTC",1685313900,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-28T23:00:00 UTC",1685314800,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-28T23:15:00 UTC",1685315700,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-28T23:30:00 UTC",1685316600,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-28T23:45:00 UTC",1685317500,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-29T00:00:00 UTC",1685318400,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-29T00:15:00 UTC",1685319300,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2023-05-29T00:30:00 UTC",1685320200,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
