"DATE","TIMESTAMP","VALUE","SERIES","UNIT","SOURCE","TIME_UNIT"
"2020-04-04T22:00:00Z",1586037600,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-04T22:15:00Z",1586038500,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-04T22:30:00Z",1586039400,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-04T22:45:00Z",1586040300,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-04T23:00:00Z",1586041200,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-04T23:15:00Z",1586042100,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-04T23:30:00Z",1586043000,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-04T23:45:00Z",1586043900,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T00:00:00Z",1586044800,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T00:15:00Z",1586045700,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T00:30:00Z",1586046600,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T00:45:00Z",1586047500,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T01:00:00Z",1586048400,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T01:15:00Z",1586049300,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T01:30:00Z",1586050200,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T01:45:00Z",1586051100,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T02:00:00Z",1586052000,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T02:15:00Z",1586052900,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T02:30:00Z",1586053800,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T02:45:00Z",1586054700,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T03:00:00Z",1586055600,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T03:15:00Z",1586056500,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T03:30:00Z",1586057400,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T03:45:00Z",1586058300,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T04:00:00Z",1586059200,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T04:15:00Z",1586060100,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T04:30:00Z",1586061000,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T04:45:00Z",1586061900,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T05:00:00Z",1586062800,0,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T05:15:00Z",1586063700,22.440186,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T05:30:00Z",1586064600,74.74288,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T05:45:00Z",1586065500,163.32364,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T06:00:00Z",1586066400,311.15677,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T06:15:00Z",1586067300,512.471,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T06:30:00Z",1586068200,744.23706,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T06:45:00Z",1586069100,993.37067,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T07:00:00Z",1586070000,1247.363,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T07:15:00Z",1586070900,1497.5532,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T07:30:00Z",1586071800,1739.765,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T07:45:00Z",1586072700,1971.5255,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T08:00:00Z",1586073600,2194.2092,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T08:15:00Z",1586074500,2417.8784,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T08:30:00Z",1586075400,2616.2324,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T08:45:00Z",1586076300,2797.4778,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T09:00:00Z",1586077200,2959.5798,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T09:15:00Z",1586078100,3001.8953,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T09:30:00Z",1586079000,2999.8623,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T09:45:00Z",1586079900,3002.362,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T10:00:00Z",1586080800,2995.3096,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T10:15:00Z",1586081700,2994.5918,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T10:30:00Z",1586082600,3002.303,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T10:45:00Z",1586083500,3002.1223,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T11:00:00Z",1586084400,3003.4434,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
"2020-04-05T11:15:00Z",1586085300,2992.6553,"power","W","INVERTER","QUARTER_OF_AN_HOUR"
