"DATE","TIMESTAMP","VALUE","SERIES","UNIT","SOURCE","TIME_UNIT"
"2024-01-21T23:00:00 UTC",1705878000,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2024-01-21T23:15:00 UTC",1705878900,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2024-01-21T23:30:00 UTC",1705879800,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2024-01-21T23:45:00 UTC",1705880700,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2024-01-22T00:00:00 UTC",1705881600,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2024-01-22T00:15:00 UTC",1705882500,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
"2024-01-22T00:30:00 UTC",1705883400,0,"energy","Wh","INVERTER","QUARTER_OF_AN_HOUR"
